InChI Key,SMILES,DrugBank ID,Target uniprot,Target organism,Target actions,Target cellular location,ATC Codes,CAS Number
FPIPGXGPPPQFEQ-OVSJKPMPSA-N,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,DB00162,Q96NR8; P09455; Q92781; Q8NBN7; P10745; P82980; Q96R05; P02753; P50120; O94788; P00352; P12271; O95237; O75911; P47895; Q6NUM9; Q8TC12; Q9BTZ2; Q9HBH5; Q9NYR8; P04798; O43174; P05090; O60760; P02768,Human,inhibitor; inducer,Cytoplasm; Membrane; Secreted; Endoplasmic reticulum membrane; Peroxisome,R01AX02; A11CA01; D10AD02; S01XA02; V04CB01,68-26-8
GVJHHUAWPYXKBD-IEOSBIPESA-N,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,DB00163,Q9UDX3; Q9UDX4; O76054; O75469; P05771; P09917; P17252; P23743; P62714; P67775; P49638; P09210; P09211; P78417; P21266; P48506; P15559; P09601; P00441,Human,inducer; inhibitor,Cytoplasm; Nucleus; Cytoplasmic; Microsome,,59-02-9
QYSXJUFSXHHAJI-YRZJJWOYSA-N,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,DB00169,P02774; P05108; Q6VVX0; Q02318; P51589; P08684; P11473; P04798; P20813; P33261; P10632; P11712; P10635,Human,substrate; agonist; inhibitor,Secreted; Mitochondrion membrane; Endoplasmic reticulum membrane; Nucleus,M05BB08; M05BB04; A11CC05; M05BB03; M05BB05; M05BX53; M05BB07,67-97-0
MJVAVZPDRWSRRC-UHFFFAOYSA-N,CC1=CC(=O)C2=CC=CC=C2C1=O,DB00170,P22891; P00734; Q9BQB6; P00740; P08709; P00742; P38435; P04070; P07225; P15559; P16083; Q8N0U8; P47989; Q06278; P42898; P05181; P04798; P02818; P05177; P11509,Human,activator; cofactor; substrate; inhibitor; inducer; agonist,Secreted; Endoplasmic reticulum membrane; Cytoplasm,B02BA02,58-27-5
TUZYXOIXSAXUGO-PZAWKZKUSA-N,[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC,DB00175,P04035; O94956; P08183; P46721; Q4U2R8; Q8TCC7; Q92887; Q9NSA0; Q9UNQ0; Q9Y694; Q9Y6L6; P10632; P11712; P10635; P08684; P20815; P53985; O95342; Q9NPD5,Human,inhibitor; substrate,Endoplasmic reticulum membrane; Cell membrane; Basolateral cell membrane; Apical cell membrane; Membrane,C10AA03; C10BX02; C10BA03,81093-37-0
CJOFXWAVKWHTFT-XSFVSMFZSA-N,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,DB00176,P31645; P05177; P10635; P11712; P33261; P04798; P08684; P20815; P24462; P08183; P20813; P05181; Q12809,Human,inhibitor; substrate,Cell membrane; Endoplasmic reticulum membrane,N06AB08,54739-18-3
HDACQVRGBOVJII-JBDAPHQKSA-N,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,DB00178,P12821; P46059; Q16348; P06276; P46663,Human,inhibitor; substrate,Secreted; Membrane; Cell membrane,C09AA05; C10BX04; C10BX06; C09BA05; C09BB07; C09BB05,87333-19-5
XSFJVAJPIHIPKU-XWCQMRHXSA-N,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,DB00180,P08185; P04150; P08684,Human,agonist; substrate,Secreted; Cytoplasm; Endoplasmic reticulum membrane,R01AD04; R03BA03,3/3/3385
GXJABQQUPOEUTA-RDJZCZTQSA-N,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,DB00188,P08684; P33261; P05177; P10635; P11712; P28074; P20618,Human,substrate; inhibitor,Endoplasmic reticulum membrane; Cytoplasm,L01XX32,179324-69-7
VSZGPKBBMSAYNT-RRFJBIMHSA-N,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,DB00198,P11485; Q99519; P23141; Q9Y3R4; O15439; P46059; Q8TCC7,Influenza A virus (strain A/Chile/1/1983 H1N1); Human,inhibitor; other; substrate,Virion membrane; Lysosome membrane; Endoplasmic reticulum lumen; Cytoplasm; Membrane; Basolateral cell membrane,J05AH02,196618-13-0
ULGZDMOVFRHVEP-RWJQBGPGSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,DB00199,P08684; P24462; P08183; Q9Y6L6; P05177; P20813; O43193; Q12809; P02768,Enteric bacteria and other eubacteria; Human,inhibitor; substrate; agonist; binder,Endoplasmic reticulum membrane; Cell membrane; Basolateral cell membrane; Secreted,D10AF52; D10AF02; J01FA01; S01AA17,114-07-8
AXOIZCJOOAYSMI-UHFFFAOYSA-N,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,DB00202,P06276; Q9GZZ6; Q693P7; P11229; P08172; P20309,Human,substrate; agonist,Secreted; Cell junction; Cell membrane,M03AB01,306-40-1
BNRNXUUZRGQAQC-UHFFFAOYSA-N,CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1,DB00203,O76074; P11712; P18545; Q13956; P08684; P20815; P24462; O15439; O15440; Q5T3U5; P33261; P10635; P04798; P05181,Human,inhibitor; substrate,Cytoplasmic; Endoplasmic reticulum membrane; Membrane; Cell membrane,G01AE10; G04BE03,139755-83-2
MQTOSJVFKKJCRP-BICOPXKESA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,DB00207,P61177; P60725; P08183; P11509; P08684; P05177; Q9UM07,Enteric bacteria and other eubacteria; Escherichia coli O157:H7; Human,inhibitor; substrate,Cell membrane; Endoplasmic reticulum membrane; Cytoplasm,J01FA10; S01AA26; J01RA07,83905-01-5
LZCDAPDGXCYOEH-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2,DB00210,P10276; P28702; P13631; P10826; P48443; P19793,Human,agonist; other/unknown,Nucleus,D10AD53; D10AD03,106685-40-9
PTKSEFOSCHHMPD-UHFFFAOYSA-N,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,DB00211,P35348; P35368; P10635; P46059; P25100,Human,agonist; inhibitor,Nucleus membrane; Endoplasmic reticulum membrane; Membrane; Cell membrane,C01CA17,42794-76-3
IQPSEEYGBUAQFF-UHFFFAOYSA-N,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,DB00213,P20648; P33261; P08684; P11712; P05177; P08183; Q9UNQ0; Q9Y6L6,Human,inhibitor; substrate; inducer,Cell membrane; Endoplasmic reticulum membrane; Basolateral cell membrane,A02BC02; A02BD04; A02BD11,102625-70-7
GFRUPHOKLBPHTQ-UHFFFAOYSA-N,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,DB00219,P11229,Human,antagonist,Cell membrane,A03AB53; A03AB03,14214-84-7
HZHFFEYYPYZMNU-UHFFFAOYSA-K,O=C1[O-][Gd+3]234567[O]=C(C[N]2(CC[N]3(CC([O-]4)=O)CC[N]5(CC(=[O]6)NC)CC(=O)[O-]7)C1)NC,DB00225,,,,,V08CA03,131410-48-5
CESYKOGBSMNBPD-UHFFFAOYSA-N,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,DB00232,Q13621; P22748; P00918; P00915,Human,inhibitor,Membrane; Cell membrane; Cytoplasm,C03AA08; C03AB08; G01AE10,135-07-9
PTOAARAWEBMLNO-KVQBGUIXSA-N,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,DB00242,P00491; P27707; P23921; P31350; Q7LG56; P09884; Q07864; P56282; Q9NRF9; Q9NR33; O15244; O15245; Q9UNQ0; Q9HAS3,Human,inducer; other/unknown; substrate; inhibitor,Cytoplasm; Nucleus; Membrane; Basolateral cell membrane; Cell membrane,L01BB04,4291-63-8
XQFRJNBWHJMXHO-RRKCRQDMSA-N,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,DB00249,Q9QNF7,HHV-1; Human,unknown; other,,J05AB02; S01AD01; D06BB01,54-42-2
VSGNNIFQASZAOI-UHFFFAOYSA-L,[Ca++].CC([O-])=O.CC([O-])=O,DB00258,,Human,binder,,A11GB01; V03AE04; V03AE07,62-54-4
NHUHCSRWZMLRLA-UHFFFAOYSA-N,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,DB00263,P0AC13; P11712; P08684,Escherichia coli (strain K12); Human,inhibitor; substrate,Endoplasmic reticulum membrane,J01EB05; S01AB02; G01AE10,127-69-5
UHSKFQJFRQCDBE-UHFFFAOYSA-N,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,DB00268,P14416; P35462; P21917; P05177; P08908; P28221; P41595; P28222; P28223; P28335; P08913; P18089; P18825; P21728; P21918; P10635; P08684,Human,agonist; substrate; inhibitor,Cell membrane; Endoplasmic reticulum membrane,N04BC04,91374-21-9
ZFXYFBGIUFBOJW-UHFFFAOYSA-N,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DB00277,P05177; P00813; P05181; P08684; P04798; Q16678; P10632; P11712; P10635; Q14432; Q07343; P29275; P27815; O76074; P30542; P29274; Q92769; Q99829; Q8TCT9; Q15155; P09874; Q7Z5B4; Q9Y4R7; Q9Y694,Human,substrate; inhibitor; inducer; antagonist; activator,Endoplasmic reticulum membrane; Cell membrane; Membrane; Cytoplasmic; Cytoplasm; Nucleus; Basolateral cell membrane,R03DA54; R03DA20; R03DA74; R03DA04; R03DB04,58-55-9
UVTNFZQICZKOEM-UHFFFAOYSA-N,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,DB00280,Q14524; P02763; P08684; P11229; P08172; P20309; Q9NZV8; Q9UK17; O15244; O15245; Q12809; P19652,Human,inhibitor; other/unknown; substrate; antagonist,Membrane; Secreted; Endoplasmic reticulum membrane; Cell membrane; Basolateral cell membrane,C01BA03,9/5/3737
ILKJAFIWWBXGDU-MOGDOJJUSA-N,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC1(CCCC1)O2)C(=O)COC(C)=O,DB00288,P04150; P04083,Human,agonist,Cytoplasm; Nucleus,D07AC11,51022-69-6
IVTVGDXNLFLDRM-HNNXBMFYSA-N,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,DB00293,P04818; Q05932,Human,inhibitor; antagonist,Nucleus; Mitochondrion inner membrane,L01BA03,112887-68-0
JNTOCHDNEULJHD-UHFFFAOYSA-N,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,DB00299,P04293; P06478,HHV-1,inhibitor; inducer,Host nucleus,D06BB06; J05AB13,39809-25-1
UIOFUWFRIANQPC-JKIFEVAISA-N,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O,DB00301,Q8XJ01; P08684,Clostridium perfringens (strain 13 / Type A); Human,inhibitor; inducer,Cell membrane; Endoplasmic reticulum membrane,J01CR50; J01CF05,5250-39-5
RPLCPCMSCLEKRS-BPIQYHPVSA-N,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],DB00304,P06401; P03372,Human,agonist,Nucleus,G03AC09; G03AA09; G03AB05; G03FB10,54024-22-5
NWIBSHFKIJFRCO-WUDYKRTCSA-N,CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O,DB00305,P16435; P08183,Human,antagonist; cross-linking/alkylation; substrate; inhibitor,Endoplasmic reticulum membrane; Cell membrane,L01DC03,50-07-7
BJVVMKUXKQHWJK-UHFFFAOYSA-N,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,DB00306,P14867; P47869; P34903; P48169; P31644; Q16445; P43681; P36544; P42262; Q13002; P18505; P47870; P28472; O14764; P78334; Q8N1C3; P18507; Q99928; O00591; Q9UN88,Human,potentiator; antagonist; positive allosteric modulator,Cell junction; Cell membrane,N05CA07,115-44-6
JIVPVXMEBJLZRO-UHFFFAOYSA-N,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,DB00310,Q13621,Human,inhibitor,Membrane,C03BA04; C03EA06; C03BB04; G01AE10,77-36-1
KRMDCWKBEZIMAB-UHFFFAOYSA-N,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,DB00321,P31645; P23975; O43526; P08913; P05177; P33261; P10635; P02768; P02763; P11229; P08172; P20309; P08173; P08912; P35367; P28223; P08908; P35348; P08684; P20815; Q09470; Q9NZV8; Q9UK17; P25100; P41143; P41145; P04629; Q16620; P11712; P08183; P20813; P10632; P05181; P25021; Q9H3N8; Q99720; P28335; P35368; P34969; P28221; P35372; P28222; P50406; O43525; P08588; P07550; P13945,Human,inhibitor; antagonist; substrate; agonist; blocker; binder,Cell membrane; Membrane; Endoplasmic reticulum membrane; Secreted; Nucleus membrane; Nucleus inner membrane,N06CA01; N06AA09,50-48-6
AEUTYOVWOVBAKS-UWVGGRQHSA-N,CC[C@@H](CO)NCCN[C@@H](CC)CO,DB00330,P9WNL7; P9WNL9; P9WNL5,Mycobacterium tuberculosis,inhibitor,Cell membrane,J04AM06; J04AK02; J04AM03,74-55-5
USSIQXCVUWKGNF-UHFFFAOYSA-N,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,DB00333,Q8TCU5; P35372; Q9GZZ6; P20813; P08684; P33261; P41143; P20815; P24462; P10635; P08183; P10632; P11511; P05177; P33260; P11712; P46098; Q9Y6Y9; P19652,Human,antagonist; agonist; substrate; inhibitor; inducer,Cell membrane; Cell junction; Endoplasmic reticulum membrane; Membrane; Secreted,N07BC02; N02AC52,76-99-3
IAIWVQXQOWNYOU-FPYGCLRLSA-N,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,DB00336,P07003; P06715; P61889; P77390; P47989; P10635,Escherichia coli (strain K12); Human,inhibitor; substrate,Cell membrane; Cytoplasm; Endoplasmic reticulum membrane,D08AF01; S02AA02; S01AX04; B05CA03; D09AA03; P01CC02,59-87-0
GUGOEEXESWIERI-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,DB00342,P35367; Q12809; P08684; P11712; P10635; P20309; P20815; P24462; P08183; P10632; P51589; P11229; P08912; P08173; P08172,Human,antagonist; inhibitor; substrate; inducer; binder,Cell membrane; Endoplasmic reticulum membrane,R06AX12,50679-08-8
WYWHKKSPHMUBEB-UHFFFAOYSA-N,NC1=NC(=S)C2=C(N1)N=CN2,DB00352,O15439; P00492,Human,intercalation; inhibitor; substrate,Membrane; Cytoplasm,L01BB03,154-42-7
WZPBZJONDBGPKJ-VEHQQRBSSA-N,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,DB00355,P42971; P05193,Bacillus subtilis (strain 168); Citrobacter freundii,inhibitor; potentiator,Cell membrane; Periplasm,J01DF01,78110-38-0
GMRWGQCZJGVHKL-UHFFFAOYSA-N,ClCC1CO1.NCCNCCNCCNCCN,DB00375,,Human,binder,,C10AC02,26658-42-4
HWHLPVGTWGOCJO-UHFFFAOYSA-N,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,DB00376,P11229; P08172; P20309; P08173; P08912,Human,antagonist,Cell membrane,N04AA01,144-11-6
CPZBLNMUGSZIPR-NVXWUHKLSA-N,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,DB00377,P46098; P10635; P08684; P05177,Human,antagonist; substrate,Cell junction; Endoplasmic reticulum membrane,A04AA55; A04AA05,135729-56-5
VLPIATFUUWWMKC-UHFFFAOYSA-N,CC(N)COC1=C(C)C=CC=C1C,DB00379,Q14524; P05177; P10635; P20813; P05181; P08684; P35869,Human,inhibitor; substrate; agonist,Membrane; Endoplasmic reticulum membrane; Cytoplasm,C01BB02,31828-71-4
HTIQEAQVCYTUBX-UHFFFAOYSA-N,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,DB00381,P00915; P08684; Q13936; Q08289; P04798; P20813; Q00975; P54289; Q6TME4; Q8IZS8; Q01668; Q13698; P20815; P24462; P05177; P08183; P11509; P10632; P11712; P10635; P17405,Human,inhibitor; substrate,Cytoplasm; Endoplasmic reticulum membrane; Membrane; Cell membrane; Lysosome,C09DB05; C09DX03; C09DX01; C09DB04; C09DB01; C10BX03; C08GA02; C09DB02; C09DB07; C09DB06; C10BX11; C09BB03; C08CA01; C09BB07; C09XA54; C10BX07; C09BB04; C10BX09; C09XA53; C09BX01,88150-42-9
LTMHDMANZUZIPE-PUGKRICDSA-N,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,DB00390,P05108; P08684; P05023; P08183; Q6ZQN7; Q8TCC7; O94956; O95342; P46721; Q86UW1; Q86UW2; Q96BD0; Q9NPD5; Q9NYB5; Q9Y6L6,Human,inhibitor; substrate; inducer,Mitochondrion membrane; Endoplasmic reticulum membrane; Cell membrane; Basolateral cell membrane; Membrane,C01AA05,20830-75-5
BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,DB00391,P14416; P35462; P06276; P00918; P07451,Human,antagonist; inhibitor,Cell membrane; Secreted; Cytoplasm,N05AL07; N05AL01,15676-16-1
CDOZDBSBBXSXLB-UHFFFAOYSA-N,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,DB00392,Q8TCU5; P11229; P06276; P08172,Human,antagonist; inhibitor,Cell membrane; Secreted,N04AA05,522-00-9
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,DB00393,P08684; P08235; Q01668; Q13698; Q13936; Q08289; O60840; Q02641; P54284; O00305; P20815; P35869,Human,substrate; antagonist; inhibitor; agonist,Endoplasmic reticulum membrane; Cytoplasm; Membrane; Cell membrane,C08CA06,66085-59-4
MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,DB00398,P15056; P36888; P04049; P35916; P09619; P10721; P35968; P08684; O60656; P20813; P10632; P20815; P24462; P11712; O15439; P08183; Q92887; Q9UNQ0; P05177; P33261; P10635; P22309; Q15311; P11362; P07949; P17948,Human,inhibitor; antagonist; substrate,Nucleus; Membrane; Cytoplasm; Cell membrane; Cell junction; Endoplasmic reticulum membrane; Microsome; Apical cell membrane,L01XE05,284461-73-0
XRASPMIURGNCCH-UHFFFAOYSA-N,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,DB00399,P14324; O95749; P33527,Human,inhibitor; antagonist; substrate,Cytoplasm; Cell membrane,M05BB08; M05BA08,118072-93-8
VREFGVBLTWBCJP-UHFFFAOYSA-N,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,DB00404,P08684; P11712; P20815; P24462; P14867; P47869; P34903; P48169; P31644; Q16445; P18505; P47870; P28472; O14764; P78334; Q8N1C3; P18507; Q99928; O00591; Q9UN88,Human,substrate; inhibitor; positive allosteric modulator,Endoplasmic reticulum membrane; Cell junction,N05BA12,28981-97-7
MINDHVHHQZYEEK-HBBNESRFSA-N,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,DB00410,P41972,Staphylococcus aureus,inhibitor,Cytoplasm,R01AX06; D06AX09,12650-69-0
VGZSUPCWNCWDAN-UHFFFAOYSA-N,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,DB00414,P48048; P16152; P02768,Human,inhibitor; substrate,Cell membrane; Cytoplasm; Secreted,A10BB31,968-81-0
DIGFQJFCDPKEPF-OIUSMDOTSA-L,[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,DB00416,Q15822,Human,antagonist,Cell junction,,7601-55-0
KQPKPCNLIDLUMF-UHFFFAOYSA-N,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,DB00418,P14867; P10632; P11712; P47869; P34903; P48169; P31644; Q16445; P43681; P36544; P42262; Q13002; P05177; Q05586; Q12879; Q13224; Q14957; O15399; Q8TCU5; O60391,Human,potentiator; inducer; antagonist,Cell junction; Endoplasmic reticulum membrane; Cell membrane,N05CA06; N05CB01,76-73-3
ZGUGWUXLJSTTMA-UHFFFAOYSA-N,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,DB00420,P14416; P08173; P08172; P20309; P35368; P21728; P08912; P28223; P28335; P35348; P11229; P21917; P35367; P25100; P33261; P05177; P08684; P11712; P10635,Human,antagonist; substrate; inhibitor,Cell membrane; Nucleus membrane; Endoplasmic reticulum membrane,N05AA03,58-40-2
LXMSZDCAJNLERA-ZHYRCANASA-N,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,DB00421,P08235; P10632; Q92887; P08183; P46721; P15538; P10275; P06401; P04150; P19099; P18405; P31213; Q9H8P0; P04278; Q06432; P54289; Q9NY47; Q8IZS8; Q13936; Q01668; O60840; Q13698; Q6TME4; Q02641; Q08289; P54284; O00305; Q00975; O00555; O43497; O95180; Q9P0X4; O75469,Human; ,antagonist; inhibitor; inducer; agonist; binder,Cytoplasm; Endoplasmic reticulum membrane; Apical cell membrane; Cell membrane; Mitochondrion membrane; Nucleus; Microsome membrane; Secreted; Membrane,C03DA01,52-01-7
DUGOZIWVEXMGBE-UHFFFAOYSA-N,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,DB00422,P10635; Q6LAP9; Q01959; P23975; P31645,Human,substrate; inhibitor,Endoplasmic reticulum membrane; Cell membrane; Membrane,N06BA04,20748-11-2
RKUNBYITZUJHSG-FXUDXRNXSA-N,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,DB00424,P11229; P08172; P20309; P08173,Human,antagonist,Cell membrane,A03BA03; A03CB31,101-31-5
WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,DB00433,P14416; P10635; P08684,Human,antagonist; substrate,Cell membrane; Endoplasmic reticulum membrane,N05AB04,58-38-8
MWUXSHHQAYIFBG-UHFFFAOYSA-N,[N]=O,DB00435,P33402; P05091; P05177; P20813; P08684; P04731; P14902,Human,inducer; inhibitor; substrate,Cytoplasm; Mitochondrion matrix; Endoplasmic reticulum membrane,R07AX01,10102-43-9
HDWIHXWEUNVBIY-UHFFFAOYSA-N,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,DB00436,P55017; P00915; P00918; P22748; Q12791; P51580,Human,inhibitor; inducer,Cell membrane; Cytoplasm,C03EA13; C03AA01; C03AB01; G01AE10,73-48-3
NRUKOCRGYNPUPR-QBPJDGROSA-N,[H][C@]12COC(=O)[C@]1([H])[C@]([H])(C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@]2([H])O[C@]1([H])O[C@]2([H])CO[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]1([H])O)C1=CC=CS1,DB00444,P11388; P33261; P11712; P08684; O95255; Q9UNQ0; P20815,Human,inhibitor; substrate,Cytoplasm; Endoplasmic reticulum membrane; Basolateral cell membrane; Cell membrane,L01CB02,29767-20-2
XADCESSVHJOZHK-UHFFFAOYSA-N,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,DB00454,P41145; P10635; P20813; Q05586; Q13224; Q12879; Q14957; O15399; P33261; P08684; P02768; P02763; P11229; P08172; P20309; P08173; P08912; P35372; Q01959; P23975; P31645; P23141,Human,substrate; antagonist; binder; agonist; binding,Cell membrane; Endoplasmic reticulum membrane; Secreted; Membrane; Endoplasmic reticulum lumen,N02AB72; N02AB52; N02AG03; N02AB02,57-42-1
JCCNYMKQOSZNPW-UHFFFAOYSA-N,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,DB00455,P35367; P08684; P33261; P10635; P10632; P08183; P11712; Q12809,Human,antagonist; substrate; inhibitor; inducer,Cell membrane; Endoplasmic reticulum membrane,R06AX13,79794-75-5
XIURVHNZVLADCM-IUODEOHRSA-N,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O,DB00456,Q8XJ01; P15555; P00811; O76082; P46059; Q16348; Q4U2R8; Q8TCC7; Q9NSA0; Q9Y694; Q8DR59; Q7CRA4; Q75Y35; Q8DNB6; P0A3M6; P02768,Clostridium perfringens (strain 13 / Type A); Streptomyces sp. (strain R61); Escherichia coli (strain K12); Human; Streptococcus pneumoniae (strain ATCC BAA-255 / R6); Streptococcus pneumoniae,inhibitor; potentiator; binder,Cell membrane; Secreted; Periplasm; Membrane; Basolateral cell membrane,J01DB03,153-61-7
CXYRUNPLKGGUJF-JIRGPDKYSA-M,[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,DB00462,P11229; P08172; P20309,Human,antagonist,Cell membrane,,155-41-9
